dataset,split,image_id,label,label_name,image_path,total_lesion_union_area_pixels,total_lesion_union_area_ratio,total_lesion_sum_area_pixels,total_lesion_sum_area_ratio,microaneurysms_area_pixels,microaneurysms_area_ratio,microaneurysms_presence,microaneurysms_prob_mean,microaneurysms_prob_max,microaneurysms_component_count,microaneurysms_largest_component_area_pixels,microaneurysms_largest_component_area_ratio,haemorrhages_area_pixels,haemorrhages_area_ratio,haemorrhages_presence,haemorrhages_prob_mean,haemorrhages_prob_max,haemorrhages_component_count,haemorrhages_largest_component_area_pixels,haemorrhages_largest_component_area_ratio,hard_exudates_area_pixels,hard_exudates_area_ratio,hard_exudates_presence,hard_exudates_prob_mean,hard_exudates_prob_max,hard_exudates_component_count,hard_exudates_largest_component_area_pixels,hard_exudates_largest_component_area_ratio,soft_exudates_area_pixels,soft_exudates_area_ratio,soft_exudates_presence,soft_exudates_prob_mean,soft_exudates_prob_max,soft_exudates_component_count,soft_exudates_largest_component_area_pixels,soft_exudates_largest_component_area_ratio,lesion_presence_count
APTOS2019,train,1c5e6cdc7ee1,2,Moderate,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1c5e6cdc7ee1.png,1020,0.0038909912109375,1098,0.00418853759765625,90,0.00034332275390625,1,0.01393890380859375,0.388671875,17,13,4.9591064453125e-05,240,0.00091552734375,1,0.00377655029296875,0.99658203125,7,80,0.00030517578125,256,0.0009765625,1,0.006710052490234375,0.99755859375,13,79,0.000301361083984375,512,0.001953125,1,0.0235595703125,0.98095703125,3,293,0.001117706298828125,4
APTOS2019,train,1c6d119c3d70,2,Moderate,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1c6d119c3d70.png,3635,0.013866424560546875,3843,0.014659881591796875,250,0.00095367431640625,1,0.0145263671875,0.409912109375,33,44,0.0001678466796875,893,0.003406524658203125,1,0.006206512451171875,0.99658203125,12,663,0.002529144287109375,2338,0.00891876220703125,1,0.015655517578125,0.99755859375,50,329,0.001255035400390625,362,0.00138092041015625,1,0.02532958984375,0.9755859375,5,204,0.0007781982421875,4
APTOS2019,train,1c7a013eeba7,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1c7a013eeba7.png,61,0.000232696533203125,64,0.000244140625,24,9.1552734375e-05,1,0.013214111328125,0.360595703125,3,13,4.9591064453125e-05,25,9.5367431640625e-05,1,0.0030689239501953125,0.6474609375,3,17,6.4849853515625e-05,5,1.9073486328125e-05,1,0.005523681640625,0.7265625,2,4,1.52587890625e-05,10,3.814697265625e-05,1,0.0218505859375,0.86328125,4,5,1.9073486328125e-05,4
APTOS2019,train,1c9521878baf,3,Severe,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1c9521878baf.png,8443,0.032207489013671875,9344,0.03564453125,921,0.003513336181640625,1,0.01580810546875,0.431884765625,94,43,0.000164031982421875,3097,0.011814117431640625,1,0.01409149169921875,0.998046875,34,726,0.00276947021484375,3245,0.012378692626953125,1,0.02020263671875,0.99853515625,63,291,0.001110076904296875,2081,0.007938385009765625,1,0.0325927734375,0.986328125,18,816,0.00311279296875,4
APTOS2019,train,1c9c583c10bf,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1c9c583c10bf.png,19,7.2479248046875e-05,26,9.918212890625e-05,14,5.340576171875e-05,1,0.0127105712890625,0.330078125,2,11,4.1961669921875e-05,9,3.4332275390625e-05,1,0.002765655517578125,0.79052734375,2,8,3.0517578125e-05,3,1.1444091796875e-05,1,0.005359649658203125,0.88330078125,1,3,1.1444091796875e-05,0,0.0,0,0.02001953125,0.39892578125,0,0,0.0,3
APTOS2019,train,1ca35d483772,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1ca35d483772.png,97,0.000370025634765625,101,0.000385284423828125,12,4.57763671875e-05,1,0.01332855224609375,0.2042236328125,5,3,1.1444091796875e-05,18,6.866455078125e-05,1,0.0030384063720703125,0.6171875,2,10,3.814697265625e-05,30,0.00011444091796875,1,0.0059051513671875,0.96826171875,5,11,4.1961669921875e-05,41,0.000156402587890625,1,0.022979736328125,0.9287109375,6,19,7.2479248046875e-05,4
APTOS2019,train,1ca62b3e4fd3,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1ca62b3e4fd3.png,5,1.9073486328125e-05,5,1.9073486328125e-05,3,1.1444091796875e-05,1,0.0136566162109375,0.2081298828125,1,3,1.1444091796875e-05,0,0.0,0,0.0036144256591796875,0.1710205078125,0,0,0.0,2,7.62939453125e-06,1,0.0054473876953125,0.673828125,1,2,7.62939453125e-06,0,0.0,0,0.0213470458984375,0.415771484375,0,0,0.0,2
APTOS2019,train,1ca91751be4d,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1ca91751be4d.png,18,6.866455078125e-05,19,7.2479248046875e-05,4,1.52587890625e-05,1,0.013092041015625,0.2017822265625,2,3,1.1444091796875e-05,3,1.1444091796875e-05,1,0.00286865234375,0.46875,1,3,1.1444091796875e-05,1,3.814697265625e-06,1,0.005458831787109375,0.6396484375,1,1,3.814697265625e-06,11,4.1961669921875e-05,1,0.021270751953125,0.85205078125,4,7,2.6702880859375e-05,4
APTOS2019,train,1caba2fb38f6,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1caba2fb38f6.png,4614,0.01760101318359375,5002,0.01908111572265625,412,0.0015716552734375,1,0.01560211181640625,0.43896484375,50,47,0.000179290771484375,4393,0.016757965087890625,1,0.0195159912109375,0.99609375,22,2679,0.010219573974609375,78,0.00029754638671875,1,0.00605010986328125,0.98388671875,3,62,0.00023651123046875,119,0.000453948974609375,1,0.0215301513671875,0.96435546875,3,90,0.00034332275390625,4
APTOS2019,train,1cb6961d141c,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1cb6961d141c.png,253,0.000965118408203125,325,0.001239776611328125,76,0.0002899169921875,1,0.0173492431640625,0.24853515625,6,27,0.000102996826171875,92,0.0003509521484375,1,0.00482177734375,0.91845703125,6,78,0.00029754638671875,41,0.000156402587890625,1,0.0067291259765625,0.95654296875,2,40,0.000152587890625,116,0.0004425048828125,1,0.027130126953125,0.96435546875,3,114,0.00043487548828125,4
APTOS2019,train,1cb814ed6332,2,Moderate,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1cb814ed6332.png,633,0.002414703369140625,675,0.002574920654296875,49,0.000186920166015625,1,0.01395416259765625,0.353515625,7,20,7.62939453125e-05,131,0.000499725341796875,1,0.003421783447265625,0.994140625,3,68,0.0002593994140625,357,0.001361846923828125,1,0.00696563720703125,0.9970703125,2,326,0.00124359130859375,138,0.00052642822265625,1,0.022369384765625,0.92919921875,2,137,0.000522613525390625,4
APTOS2019,train,1cc58b15f466,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1cc58b15f466.png,20,7.62939453125e-05,24,9.1552734375e-05,10,3.814697265625e-05,1,0.0134735107421875,0.203125,4,4,1.52587890625e-05,14,5.340576171875e-05,1,0.0034313201904296875,0.64453125,5,7,2.6702880859375e-05,0,0.0,0,0.005611419677734375,0.328857421875,0,0,0.0,0,0.0,0,0.0213623046875,0.460693359375,0,0,0.0,2
APTOS2019,train,1d0b93317aa8,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1d0b93317aa8.png,13,4.9591064453125e-05,13,4.9591064453125e-05,3,1.1444091796875e-05,1,0.0170135498046875,0.19677734375,1,3,1.1444091796875e-05,10,3.814697265625e-05,1,0.004467010498046875,0.48876953125,1,10,3.814697265625e-05,0,0.0,0,0.006267547607421875,0.2139892578125,0,0,0.0,0,0.0,0,0.026092529296875,0.48583984375,0,0,0.0,2
APTOS2019,train,1d11794057ff,1,Mild,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1d11794057ff.png,1617,0.006168365478515625,1755,0.006694793701171875,147,0.000560760498046875,1,0.01358795166015625,0.408935546875,16,28,0.0001068115234375,380,0.0014495849609375,1,0.004177093505859375,0.98876953125,13,111,0.000423431396484375,618,0.00235748291015625,1,0.00818634033203125,0.998046875,15,133,0.000507354736328125,610,0.00232696533203125,1,0.0247955322265625,0.9736328125,6,152,0.000579833984375,4
APTOS2019,train,1d14dd912671,2,Moderate,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1d14dd912671.png,769,0.002933502197265625,809,0.003086090087890625,48,0.00018310546875,1,0.01367950439453125,0.332763671875,5,20,7.62939453125e-05,130,0.00049591064453125,1,0.003353118896484375,0.99658203125,2,67,0.000255584716796875,595,0.002269744873046875,1,0.00820159912109375,0.99755859375,23,153,0.000583648681640625,36,0.0001373291015625,1,0.021575927734375,0.94140625,1,36,0.0001373291015625,4
APTOS2019,train,1d2472849dce,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1d2472849dce.png,2046,0.00780487060546875,2141,0.008167266845703125,103,0.000392913818359375,1,0.0150299072265625,0.3232421875,10,23,8.7738037109375e-05,2038,0.00777435302734375,1,0.01187896728515625,0.99267578125,11,1528,0.005828857421875,0,0.0,0,0.00574493408203125,0.53271484375,0,0,0.0,0,0.0,0,0.0212249755859375,0.38525390625,0,0,0.0,2
APTOS2019,train,1d29cb2f4296,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1d29cb2f4296.png,687,0.002620697021484375,776,0.002960205078125,97,0.000370025634765625,1,0.012939453125,0.33544921875,11,34,0.00012969970703125,51,0.000194549560546875,1,0.002971649169921875,0.6728515625,2,32,0.0001220703125,4,1.52587890625e-05,1,0.00540924072265625,0.76416015625,1,4,1.52587890625e-05,624,0.00238037109375,1,0.023712158203125,0.984375,2,622,0.00237274169921875,4
APTOS2019,train,1d37f1c8b6d8,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1d37f1c8b6d8.png,47,0.000179290771484375,48,0.00018310546875,7,2.6702880859375e-05,1,0.01323699951171875,0.200439453125,3,3,1.1444091796875e-05,2,7.62939453125e-06,1,0.00287628173828125,0.46044921875,1,2,7.62939453125e-06,0,0.0,0,0.005401611328125,0.36376953125,0,0,0.0,39,0.000148773193359375,1,0.02276611328125,0.888671875,6,25,9.5367431640625e-05,3
APTOS2019,train,1d3e9b939732,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1d3e9b939732.png,120,0.000457763671875,134,0.00051116943359375,27,0.000102996826171875,1,0.01338958740234375,0.275634765625,7,10,3.814697265625e-05,27,0.000102996826171875,1,0.003021240234375,0.814453125,2,18,6.866455078125e-05,18,6.866455078125e-05,1,0.005863189697265625,0.91357421875,4,9,3.4332275390625e-05,62,0.00023651123046875,1,0.02362060546875,0.962890625,2,60,0.0002288818359375,4
APTOS2019,train,1d46f1326394,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1d46f1326394.png,261,0.000995635986328125,312,0.001190185546875,62,0.00023651123046875,1,0.0133819580078125,0.439453125,7,46,0.00017547607421875,153,0.000583648681640625,1,0.003536224365234375,0.98583984375,4,143,0.000545501708984375,36,0.0001373291015625,1,0.00580596923828125,0.953125,8,12,4.57763671875e-05,61,0.000232696533203125,1,0.02166748046875,0.9384765625,5,55,0.000209808349609375,4
APTOS2019,train,1d55e689cf84,2,Moderate,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1d55e689cf84.png,4554,0.01737213134765625,4950,0.01888275146484375,427,0.001628875732421875,1,0.0151519775390625,0.319091796875,57,26,9.918212890625e-05,3422,0.01305389404296875,1,0.01552581787109375,0.99609375,28,659,0.002513885498046875,133,0.000507354736328125,1,0.006610870361328125,0.998046875,12,30,0.00011444091796875,968,0.003692626953125,1,0.0272216796875,0.9794921875,6,432,0.00164794921875,4
APTOS2019,train,1d674e2e32e0,1,Mild,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1d674e2e32e0.png,2884,0.0110015869140625,2974,0.01134490966796875,88,0.000335693359375,1,0.0146636962890625,0.3701171875,14,21,8.0108642578125e-05,1148,0.0043792724609375,1,0.007015228271484375,0.9951171875,4,941,0.003589630126953125,675,0.002574920654296875,1,0.00899505615234375,0.99853515625,31,100,0.0003814697265625,1063,0.004055023193359375,1,0.0279693603515625,0.978515625,8,489,0.001865386962890625,4
APTOS2019,train,1d74c4713e21,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1d74c4713e21.png,26,9.918212890625e-05,26,9.918212890625e-05,19,7.2479248046875e-05,1,0.0172271728515625,0.2286376953125,6,7,2.6702880859375e-05,5,1.9073486328125e-05,1,0.004055023193359375,0.4765625,3,2,7.62939453125e-06,1,3.814697265625e-06,1,0.00640869140625,0.73046875,1,1,3.814697265625e-06,1,3.814697265625e-06,1,0.0263671875,0.7548828125,1,1,3.814697265625e-06,4
APTOS2019,train,1da25637859b,2,Moderate,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1da25637859b.png,5409,0.020633697509765625,5631,0.021480560302734375,239,0.000911712646484375,1,0.0136260986328125,0.350830078125,35,33,0.000125885009765625,1378,0.00525665283203125,1,0.0077972412109375,0.99853515625,14,477,0.001819610595703125,3935,0.015010833740234375,1,0.02191162109375,0.9990234375,61,894,0.00341033935546875,79,0.000301361083984375,1,0.0228271484375,0.93701171875,5,72,0.000274658203125,4
APTOS2019,train,1da4a17c18c9,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1da4a17c18c9.png,28,0.0001068115234375,31,0.000118255615234375,8,3.0517578125e-05,1,0.01312255859375,0.2001953125,3,3,1.1444091796875e-05,8,3.0517578125e-05,1,0.002902984619140625,0.5986328125,1,8,3.0517578125e-05,14,5.340576171875e-05,1,0.005596160888671875,0.923828125,5,6,2.288818359375e-05,1,3.814697265625e-06,1,0.0211334228515625,0.77392578125,1,1,3.814697265625e-06,4
APTOS2019,train,1db0393cdbc1,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1db0393cdbc1.png,42,0.00016021728515625,42,0.00016021728515625,9,3.4332275390625e-05,1,0.0170440673828125,0.1971435546875,4,4,1.52587890625e-05,25,9.5367431640625e-05,1,0.004184722900390625,0.5361328125,4,15,5.7220458984375e-05,8,3.0517578125e-05,1,0.006565093994140625,0.85498046875,3,4,1.52587890625e-05,0,0.0,0,0.0263519287109375,0.5869140625,0,0,0.0,3
APTOS2019,train,1db18bdd43aa,2,Moderate,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1db18bdd43aa.png,772,0.0029449462890625,792,0.003021240234375,24,9.1552734375e-05,1,0.0164642333984375,0.22900390625,8,5,1.9073486328125e-05,745,0.002841949462890625,1,0.00775146484375,0.98779296875,6,632,0.002410888671875,23,8.7738037109375e-05,1,0.00695037841796875,0.9970703125,1,23,8.7738037109375e-05,0,0.0,0,0.02545166015625,0.626953125,0,0,0.0,3
APTOS2019,train,1db6bb46c102,0,No DR,D:\retinaguard-ai\data\raw\APTOS2019\train_images\1db6bb46c102.png,94,0.00035858154296875,120,0.000457763671875,42,0.00016021728515625,1,0.013153076171875,0.2509765625,6,28,0.0001068115234375,72,0.000274658203125,1,0.0031185150146484375,0.986328125,2,71,0.000270843505859375,0,0.0,0,0.0054779052734375,0.52392578125,0,0,0.0,6,2.288818359375e-05,1,0.0209503173828125,0.81396484375,3,4,1.52587890625e-05,3
